pleasantness,eventfulness,FGfeat,birds,speech,child,bike,scooter,car,heavy
-0.052554,0.12443,0.31863,0.33333,0.33383,0.33415,0.33908,0.34338,0.33187,0.35864
-0.0037312,0.074564,0.34776,0.33333,0.33359,0.33376,0.33483,0.33583,0.33402,0.37648
-0.0066787,0.077633,0.3372,0.33333,0.33361,0.33379,0.33488,0.33575,0.32146,0.35438
-0.012795,0.08315,0.33449,0.33333,0.33567,0.33718,0.33655,0.33834,0.30991,0.37003
-0.024452,0.095569,0.33732,0.33333,0.33412,0.33463,0.33483,0.33563,0.3173,0.38364
-0.013438,0.08653,0.33224,0.33333,0.33329,0.33326,0.33446,0.33508,0.33235,0.39607
-0.011522,0.084561,0.35935,0.33333,0.33827,0.34042,0.34205,0.34662,0.34315,0.39282
-0.00083056,0.073372,0.35807,0.33333,0.3333,0.33495,0.33658,0.34027,0.33472,0.41345
0.0093891,0.062104,0.33819,0.33333,0.33701,0.33939,0.34242,0.34824,0.33782,0.42667
-0.015294,0.08793,0.32062,0.33333,0.33603,0.34352,0.33588,0.34004,0.31649,0.40737
-0.0095082,0.08086,0.32788,0.33333,0.33333,0.33333,0.33393,0.33438,0.31323,0.39091
-0.0041275,0.074059,0.3218,0.33333,0.33558,0.33704,0.33494,0.33337,0.31655,0.38402
-0.013918,0.086235,0.33942,0.33333,0.3436,0.35022,0.34522,0.33922,0.33472,0.418
0.01113,0.06143,0.37483,0.33333,0.36019,0.37622,0.35959,0.35192,0.36067,0.43673
0.02331,0.049736,0.41665,0.33333,0.34712,0.34275,0.34769,0.35035,0.39419,0.39963
0.015811,0.054599,0.37406,0.33333,0.35833,0.35438,0.35782,0.34683,0.36365,0.39966
-0.0010551,0.069794,0.36419,0.33333,0.33567,0.33718,0.34246,0.34888,0.36752,0.40205
0.014253,0.051476,0.41249,0.33333,0.34002,0.34433,0.35342,0.36484,0.39273,0.36384
-0.010511,0.073362,0.41963,0.33333,0.34731,0.35633,0.3681,0.38264,0.41045,0.41911
-0.018088,0.075683,0.40073,0.33333,0.34787,0.33867,0.37408,0.38578,0.39842,0.3613
-0.01981,0.072492,0.38826,0.33333,0.36012,0.34614,0.38989,0.40675,0.41391,0.38383
-0.0010031,0.04893,0.39834,0.33333,0.35039,0.34144,0.35371,0.3519,0.36234,0.47595
-0.011111,0.057518,0.39897,0.33333,0.34817,0.35596,0.36395,0.38205,0.40658,0.47746
-0.022749,0.067421,0.40897,0.33333,0.34214,0.34782,0.36052,0.37418,0.39671,0.47015
-0.045167,0.089319,0.40617,0.33333,0.34754,0.3567,0.36519,0.37583,0.3919,0.48647
-0.037752,0.079475,0.41997,0.33333,0.35303,0.36574,0.37933,0.39189,0.40774,0.44551
-0.048928,0.084973,0.43397,0.33333,0.36237,0.38153,0.40179,0.42432,0.44417,0.45406
-0.045654,0.078314,0.40776,0.33333,0.35214,0.36482,0.37354,0.38674,0.399,0.51598
-0.060695,0.088323,0.44215,0.33333,0.33729,0.33985,0.34773,0.35746,0.38455,0.5099
-0.037061,0.061758,0.45327,0.33333,0.34044,0.34502,0.3655,0.38846,0.41352,0.46909
-0.055841,0.077503,0.43547,0.33333,0.33896,0.34289,0.34937,0.35496,0.38355,0.45991
-0.05582,0.074656,0.38776,0.33333,0.33367,0.33389,0.33625,0.33904,0.33686,0.42691
-0.042435,0.060814,0.39211,0.33333,0.33548,0.33686,0.33948,0.3402,0.33321,0.42634
-0.024744,0.040731,0.38987,0.33333,0.33046,0.32861,0.33575,0.33921,0.34726,0.40312
-0.035528,0.053228,0.38983,0.33333,0.33363,0.33381,0.33609,0.33883,0.34924,0.41306
-0.028781,0.046944,0.38556,0.33333,0.33039,0.32849,0.33349,0.33589,0.33623,0.40187
-0.039648,0.055802,0.38314,0.33333,0.33203,0.33119,0.3394,0.34813,0.34706,0.37372
-0.032153,0.049964,0.39641,0.33333,0.33456,0.33535,0.34853,0.36586,0.38396,0.35384
-0.0241,0.040918,0.39115,0.33333,0.33232,0.33167,0.33784,0.34455,0.35736,0.40757
-0.017049,0.031161,0.37071,0.33333,0.33338,0.33341,0.33624,0.34093,0.33905,0.40198
-0.029211,0.04483,0.39507,0.33333,0.33241,0.33181,0.33636,0.34062,0.35289,0.40128
-0.021612,0.036671,0.39304,0.33333,0.33333,0.33333,0.33333,0.33333,0.33973,0.39856
-0.011564,0.02568,0.41179,0.33333,0.34096,0.34588,0.34588,0.35312,0.37686,0.3965
-0.028177,0.040445,0.41786,0.33333,0.33611,0.33791,0.34067,0.34871,0.38075,0.40866
-0.018735,0.032191,0.41034,0.33333,0.33515,0.33632,0.34054,0.35153,0.37693,0.38739
-0.015349,0.026474,0.3602,0.33333,0.33282,0.33249,0.33285,0.3353,0.34611,0.36813
