pleasantness,eventfulness,FGfeat,birds,speech,child,bike,scooter,car,heavy
-0.1676,0.11906,0.39627,0.33333,0.34423,0.35126,0.36522,0.38434,0.4151,0.40405
-0.20171,0.15025,0.39311,0.33333,0.34036,0.34489,0.36175,0.38086,0.40876,0.38137
-0.18124,0.12705,0.39063,0.33333,0.33316,0.33304,0.34865,0.36212,0.39529,0.35565
-0.19002,0.13258,0.38113,0.33333,0.33121,0.32984,0.34534,0.35725,0.39001,0.36685
-0.18483,0.12472,0.36879,0.33333,0.32993,0.32774,0.34345,0.35408,0.37937,0.35896
-0.17554,0.1134,0.38676,0.33333,0.33582,0.33743,0.34999,0.36446,0.38523,0.3636
-0.18601,0.12105,0.38901,0.33333,0.33352,0.33364,0.34835,0.36216,0.3908,0.36871
-0.19118,0.12468,0.38206,0.33333,0.33641,0.3384,0.34764,0.36126,0.38676,0.37288
-0.18645,0.11805,0.38368,0.33333,0.33834,0.34156,0.35344,0.36774,0.39475,0.38242
-0.19457,0.12378,0.40434,0.33333,0.33778,0.34065,0.3555,0.37271,0.39984,0.40336
-0.20771,0.13264,0.40007,0.33333,0.34467,0.35199,0.36235,0.38396,0.41424,0.40478
-0.17777,0.10031,0.39308,0.33333,0.33961,0.34366,0.3606,0.38075,0.41625,0.43135
-0.19456,0.11374,0.39344,0.33333,0.33884,0.34239,0.36077,0.38038,0.41372,0.42154
-0.19422,0.10923,0.37767,0.33333,0.34192,0.34746,0.36637,0.39008,0.41591,0.438
-0.19819,0.11148,0.43556,0.33333,0.35455,0.36824,0.37837,0.40861,0.44135,0.47723
-0.20527,0.11463,0.41851,0.33333,0.35009,0.36089,0.37504,0.40086,0.44117,0.47204
-0.20453,0.11071,0.42962,0.33333,0.34912,0.3593,0.37427,0.40076,0.44377,0.45898
-0.21177,0.11424,0.43114,0.34407,0.34958,0.36006,0.3731,0.39855,0.44512,0.42348
-0.20371,0.10281,0.44122,0.33333,0.35399,0.36732,0.39338,0.43304,0.47605,0.44477
-0.19699,0.088544,0.44691,0.33394,0.34579,0.35383,0.39054,0.42833,0.47794,0.40531
-0.20853,0.093317,0.43864,0.34373,0.34002,0.34434,0.35799,0.37275,0.40499,0.36624
-0.17599,0.054859,0.47249,0.33333,0.36933,0.39255,0.44086,0.50372,0.55356,0.48409
-0.19263,0.062895,0.45926,0.33333,0.36619,0.38739,0.45621,0.52733,0.57226,0.50046
-0.27863,0.14229,0.43917,0.34334,0.35696,0.3722,0.40827,0.45349,0.50637,0.43945
-0.25882,0.11761,0.43063,0.34655,0.35277,0.3653,0.402,0.44847,0.49164,0.43182
-0.24092,0.094125,0.43319,0.33333,0.34186,0.34736,0.39696,0.43603,0.48879,0.42606
-0.25227,0.10021,0.42447,0.33333,0.33503,0.33613,0.38164,0.42188,0.47612,0.40632
-0.24098,0.082864,0.44665,0.33333,0.33676,0.33897,0.38149,0.42113,0.48555,0.41066
-0.24047,0.07481,0.41357,0.33333,0.33382,0.33414,0.37812,0.4192,0.4768,0.40506
-0.24195,0.0709,0.41817,0.33333,0.34063,0.34534,0.38734,0.42486,0.48318,0.43693
-0.24676,0.070991,0.42757,0.33333,0.33766,0.34045,0.37704,0.40748,0.47052,0.44925
-0.24665,0.066483,0.42701,0.33333,0.33067,0.32895,0.36662,0.40161,0.45701,0.4229
-0.2489,0.061893,0.41058,0.33333,0.32981,0.32754,0.3623,0.3941,0.44834,0.41659
-0.2363,0.044703,0.40969,0.33333,0.33232,0.33166,0.36225,0.39352,0.45279,0.41894
-0.2485,0.053176,0.40914,0.33333,0.33415,0.33467,0.37023,0.40201,0.45807,0.45955
-0.26234,0.062172,0.419,0.33333,0.33301,0.3328,0.36286,0.39539,0.45555,0.4578
-0.26427,0.060906,0.41449,0.33333,0.33407,0.33455,0.36197,0.3943,0.44771,0.47217
-0.26127,0.052326,0.40451,0.33333,0.33166,0.33058,0.35602,0.38383,0.43749,0.47303
-0.26407,0.05141,0.41454,0.33333,0.3419,0.34743,0.3833,0.42416,0.48209,0.48146
-0.25791,0.040155,0.43193,0.35044,0.35329,0.36616,0.40231,0.45313,0.50498,0.44255
