pleasantness,eventfulness,FGfeat,birds,speech,child,bike,scooter,car,heavy
-0.052554,0.12443,0.39934,0.33283,0.34604,0.33864,0.34344,0.33857,0.33222,0.33146
0.00085964,0.071396,0.3893,0.33333,0.33242,0.33184,0.33172,0.33257,0.33023,0.3192
0.015894,0.056917,0.34962,0.35042,0.33994,0.34421,0.33944,0.33711,0.33036,0.34702
0.039291,0.035389,0.33991,0.33333,0.33753,0.34023,0.3375,0.33501,0.30938,0.33842
0.043525,0.034311,0.34707,0.33333,0.33686,0.33914,0.33666,0.33333,0.31429,0.34096
0.057887,0.020566,0.47169,0.33333,0.33333,0.33333,0.33333,0.33969,0.37088,0.36442
0.041452,0.038644,0.41364,0.33333,0.33333,0.33333,0.33333,0.33587,0.35273,0.36049
0.037791,0.038285,0.45134,0.33333,0.33386,0.33419,0.3338,0.33333,0.34672,0.39272
0.040141,0.036598,0.43662,0.33333,0.4444,0.51605,0.46869,0.44154,0.43288,0.4945
0.085904,-0.0048905,0.40559,0.33333,0.41205,0.45921,0.41308,0.3678,0.36251,0.48354
0.067392,0.014995,0.49795,0.33333,0.3449,0.33833,0.34424,0.35131,0.3576,0.37412
0.085397,-0.0072639,0.40165,0.33594,0.33787,0.3408,0.34081,0.34547,0.34266,0.3947
0.073065,0.0077173,0.48557,0.33333,0.33113,0.3297,0.33236,0.34691,0.36997,0.33358
0.027255,0.050875,0.35938,0.33333,0.33333,0.33333,0.33333,0.33453,0.32309,0.3227
-0.0035552,0.079641,0.45736,0.34624,0.33404,0.33333,0.33389,0.36235,0.35396,0.33516
-0.0077094,0.083721,0.40401,0.33333,0.33402,0.33446,0.33433,0.3484,0.3086,0.32991
-0.021108,0.095927,0.43759,0.33333,0.36687,0.38851,0.37374,0.40158,0.38682,0.46535
-0.011595,0.088613,0.41524,0.33333,0.34628,0.35463,0.34975,0.35755,0.35232,0.38927
0.0059148,0.075424,0.44835,0.33333,0.35641,0.37129,0.35718,0.33727,0.34981,0.46967
0.056787,0.023113,0.37759,0.33333,0.33607,0.33783,0.33845,0.34188,0.33055,0.39021
0.040354,0.042353,0.33822,0.33333,0.33546,0.33684,0.34302,0.35038,0.34095,0.37037
0.060212,0.028004,0.34098,0.33333,0.3343,0.33492,0.33598,0.33333,0.31056,0.34487
0.061751,0.029558,0.36362,0.37008,0.33333,0.33333,0.33333,0.33333,0.30595,0.33137
0.077727,0.015333,0.47223,0.37497,0.33532,0.3366,0.34554,0.35213,0.36708,0.52896
0.14517,-0.051263,0.46194,0.33333,0.36699,0.3887,0.37633,0.38816,0.40456,0.54864
0.10379,-0.0064648,0.42272,0.33333,0.36581,0.38676,0.37789,0.374,0.39202,0.4743
0.069,0.029296,0.41497,0.33333,0.34824,0.35785,0.35684,0.34379,0.35871,0.4159
0.064282,0.033213,0.42355,0.33333,0.35044,0.36147,0.35926,0.3429,0.35971,0.47741
0.11807,-0.019659,0.4716,0.33333,0.34352,0.3501,0.34572,0.33927,0.36439,0.50328
0.12383,-0.026306,0.44013,0.33333,0.36118,0.37914,0.39386,0.41258,0.43814,0.49552
0.11589,-0.020126,0.42485,0.33333,0.36036,0.3778,0.38692,0.4129,0.42114,0.44221
0.080078,0.01198,0.43116,0.33333,0.33988,0.33984,0.36132,0.37345,0.37061,0.43215
0.057411,0.034482,0.48726,0.3524,0.35752,0.36343,0.36835,0.3705,0.39801,0.38846
0.081628,0.008693,0.52842,0.37234,0.52443,0.64772,0.60894,0.65388,0.6599,0.72695
0.066851,0.022292,0.48167,0.33333,0.46578,0.55124,0.52157,0.52269,0.52381,0.70216
0.025511,0.065096,0.41489,0.33333,0.34268,0.34871,0.38279,0.4013,0.40255,0.46425
0.053623,0.036975,0.39494,0.33333,0.33121,0.32984,0.34184,0.34973,0.34536,0.38424
0.098907,-0.0068971,0.38067,0.33333,0.33297,0.33273,0.33283,0.33351,0.32711,0.35754
0.099076,-0.0063695,0.3646,0.33333,0.32933,0.32675,0.33094,0.3309,0.32454,0.34958
0.08435,0.010551,0.3973,0.35563,0.32306,0.31643,0.32866,0.32993,0.32624,0.33103
0.067955,0.026686,0.49428,0.33791,0.39575,0.42127,0.45149,0.47052,0.55105,0.47964
0.070789,0.022159,0.39888,0.35585,0.34132,0.34648,0.35735,0.3772,0.37763,0.40754
0.052397,0.040305,0.3916,0.33333,0.32707,0.32303,0.33773,0.34473,0.34374,0.36349
0.07388,0.018813,0.3669,0.33333,0.33382,0.33414,0.33422,0.33498,0.31775,0.36378
0.093235,7.3904e-05,0.35374,0.32969,0.33358,0.33374,0.33582,0.33886,0.31362,0.36863
0.081925,0.016025,0.33163,0.33333,0.33333,0.33333,0.33333,0.33333,0.30504,0.33248
0.065865,0.036168,0.37055,0.34611,0.33333,0.33333,0.33333,0.33333,0.3155,0.33333
0.10578,-0.0039742,0.31668,0.33398,0.33024,0.32825,0.32972,0.32967,0.30085,0.33328
0.070906,0.035983,0.31866,0.33333,0.32044,0.31212,0.32214,0.32391,0.30542,0.32912
0.071776,0.041246,0.32771,0.33333,0.32819,0.32487,0.32806,0.33333,0.30952,0.33183
0.068407,0.044553,0.31808,0.33333,0.33219,0.33145,0.32804,0.32678,0.30585,0.33909
0.075272,0.041441,0.32374,0.33749,0.33318,0.33308,0.33314,0.33389,0.29468,0.32607
0.095687,0.023354,0.32703,0.33333,0.33949,0.34346,0.32564,0.33195,0.31641,0.32351
0.073396,0.050011,0.31672,0.35527,0.32507,0.31975,0.32092,0.32102,0.30379,0.30349
0.057931,0.068841,0.33969,0.33356,0.32974,0.32742,0.31988,0.32775,0.31895,0.30509
0.072437,0.055617,0.3234,0.33333,0.33263,0.33218,0.3321,0.33274,0.3043,0.3134
0.07647,0.05516,0.30438,0.33526,0.33333,0.33333,0.33333,0.33333,0.30692,0.31334
0.06629,0.066441,0.30489,0.33333,0.33333,0.33333,0.33333,0.33333,0.3122,0.30568
0.049716,0.083972,0.29688,0.33333,0.33333,0.33333,0.33333,0.33333,0.31252,0.30352
0.025441,0.11098,0.30596,0.33333,0.33333,0.33333,0.33333,0.33333,0.30778,0.30246
0.035758,0.1039,0.32505,0.36607,0.34739,0.35646,0.33532,0.33678,0.3227,0.31268
0.087705,0.054937,0.323,0.33604,0.33959,0.34362,0.33241,0.33135,0.30374,0.31736
0.078514,0.066539,0.31462,0.33333,0.33333,0.33333,0.33333,0.33333,0.31277,0.3101
0.10131,0.044111,0.28801,0.33333,0.33333,0.33333,0.33333,0.33333,0.30559,0.30383
0.07901,0.06996,0.28887,0.33333,0.33622,0.33809,0.33145,0.33333,0.30576,0.30785
0.071373,0.081893,0.28776,0.33586,0.33946,0.34341,0.33277,0.33338,0.30247,0.31706
0.077198,0.0807,0.30818,0.42797,0.34686,0.35559,0.33489,0.33369,0.30553,0.31323
0.060405,0.10173,0.33195,0.33333,0.37117,0.39558,0.34789,0.34641,0.33314,0.32879
0.1038,0.063694,0.3348,0.36175,0.35051,0.35892,0.34216,0.33388,0.31479,0.31101
0.10038,0.068287,0.30337,0.33333,0.33333,0.33333,0.33333,0.33333,0.31665,0.33439
0.10478,0.068857,0.33448,0.33333,0.35028,0.34468,0.34391,0.33583,0.31044,0.32928
0.10307,0.074466,0.35562,0.4412,0.35245,0.34943,0.34431,0.33777,0.31579,0.32721
0.083961,0.091701,0.3739,0.36567,0.40139,0.43433,0.38286,0.36417,0.3544,0.38355
0.11518,0.061725,0.36088,0.33333,0.34921,0.35945,0.34393,0.3392,0.33077,0.338
0.11865,0.059764,0.31936,0.33333,0.33658,0.33867,0.33693,0.33785,0.32022,0.32496
0.14656,0.034856,0.32692,0.33333,0.33335,0.33337,0.33337,0.33339,0.31178,0.31393
0.10047,0.083419,0.32582,0.33333,0.33333,0.33333,0.33333,0.33333,0.3108,0.31252
0.08702,0.10432,0.34242,0.33333,0.33333,0.33333,0.33333,0.33333,0.32552,0.29886
0.08824,0.10545,0.32902,0.33333,0.33333,0.33333,0.33333,0.33333,0.31864,0.31469
0.078779,0.11514,0.34018,0.33461,0.3348,0.33575,0.33374,0.33358,0.31524,0.33652
